"type","modified","language","rights","rightsHolder","accessRights","bibliographicCitation","references","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","associatedMedia","associatedReferences","associatedOccurrences","associatedSequences","associatedTaxa","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","scientificNameAuthorship","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","SubPhylum","Subclass","SuperOrder","Suborder","InfraOrder","SuperFamily","Subfamily"
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"53",,,,,,,,"Lepilemur aeeclis","Lepilemur aeeclis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"aeeclis",,"species",,"Andriaholinirina et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"54",,,,,,,,"Lepilemur ahmansonorum","Lepilemur ahmansonorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"ahmansonorum",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"55",,,,,,,,"Lepilemur randrianasoloi","Lepilemur randrianasoloi",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"randrianasoloi",,"species",,"Andriaholinirina et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"56",,,,,,,,"Lepilemur ruficaudatus","Lepilemur ruficaudatus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"ruficaudatus",,"species",,"A. Grandidier, 1867",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"57",,,,,,,,"Lepilemur hubbardorum","Lepilemur hubbardorum",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"hubbardorum",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"58",,,,,,,,"Lepilemur petteri","Lepilemur petteri",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"petteri",,"species",,"Louis et al., 2006",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"59",,,,,,,,"Lepilemur leucopus","Lepilemur leucopus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEPILEMURIDAE;;Lepilemur","Animalia","Chordata","Mammalia","Primates","Lepilemuridae","Lepilemur",,"leucopus",,"species",,"(Forsyth Major, 1894)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"60",,,,,,,,"Hapalemur griseus griseus","Hapalemur griseus griseus",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEMURIDAE;;Hapalemur","Animalia","Chordata","Mammalia","Primates","Lemuridae","Hapalemur",,"griseus","griseus","subspecies",,"(Link, 1795)",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"61",,,,,,,,"Hapalemur griseus gilberti","Hapalemur griseus gilberti",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEMURIDAE;;Hapalemur","Animalia","Chordata","Mammalia","Primates","Lemuridae","Hapalemur",,"griseus","gilberti","subspecies",,"Rabarivola et al., 2007",,"ICZN",,,,,,,,,,
,"2013-09-03","en",,,,,,,,,"ONE",,"Lemur Atlas Checklist",,"Taxon",,,,,,,,,"62",,,,,,,,"Hapalemur griseus ranomafanensis","Hapalemur griseus ranomafanensis",,,"Project to Atlas Lemur of Madagascar",,,"ANIMALIA;CHORDATA;VERTEBRATA;MAMMALIA;THERIA;EUTHERIA;PRIMATES;Strepsirrhini;Lemuriformes;;LEMURIDAE;;Hapalemur","Animalia","Chordata","Mammalia","Primates","Lemuridae","Hapalemur",,"griseus","ranomafanensis","subspecies",,"Rabarivola et al., 2007",,"ICZN",,,,,,,,,,
