datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					86437	NOTES: Grunts.		Nigel Tucker		1					native	present					http://macaulaylibrary.org/audio/86437								1988-11-28		333	333	1988	11	28	28 Nov 1988							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Ampijoroa- Lake Ravelobe	Madagascar; ; ; Ampijoroa- Lake Ravelobe																																																																	Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					100075			John Fitzpatrick		1					native	present					http://macaulaylibrary.org/audio/100075								1987-08-14		226	226	1987	8	14	14 Aug 1987							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet	Madagascar; ; ; Perinet																																																																	Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					85885			Nigel Tucker		1					native	present					http://macaulaylibrary.org/audio/85885								1988-11-17		322	322	1988	11	17	17 Nov 1988							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Ranomafana	Madagascar; ; ; Ranomafana																																																																	Propithecus diadema								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema		species			diademed sifaka	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					102151			Ian Sinclair		1					native	present					http://macaulaylibrary.org/audio/102151								1994-11-30		334	334	1994	11	30	30 Nov 1994							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet	Madagascar; ; ; Perinet																																																																	Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95410			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95410								1992-01-20		21	21	1992	1	20	20 Jan 1992							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Fiv. Maroantsetra	Madagascar; Toamasina; ; Fiv. Maroantsetra																																																																	Varecia variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata		species			ruffed lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					128975	NOTES: Context = Aggression and Travel Very Aggressive Encounter with PR Other group members are responding with the same call Caller=Radio Group 7 (Ambatomifelana) Originally recorded as 24-bit, 48kHz .wav files, they were saved as 16-bit, 48kHz .wav using Praat phonetic analysis software.  This cut was archive from the 16-bit Praat .wav file.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/128975								2006-11-15		319	319	2006	11	15	15 Nov 2006							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Ialatsara Private Reserve	Madagascar; Fianarantsoa; ; Ialatsara Private Reserve																																																																	Propithecus edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		edwardsi		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97902	NOTES: Three groups in succession. First group (four individuals: adult male, adult female, juvenile, infant) is about 10 meters away, about 10 meters up, and responds initially to our guide's brief playback of a horribly distorted cassette recording.  This group calls for a few minutes, then falls silent. About ____ seconds later, a second group begins calling in the distance while the first group listens intently. (Unfortunately, the same cannot be said of the other tourists!)  After this second group finishes, there is again a brief silence and then a third group calls, more distant than the second.		Mark Barsamian		1				call	native	present					http://macaulaylibrary.org/audio/97902								1999-01-09		9	9	1999	1	9	9 Jan 1999							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet	Madagascar; ; ; Perinet																																																																	Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					128976	NOTES: Context = Aggression  Very Aggressive Encounter with PR SEVERE AGGRESSION WITH PR, RADIO (CALLER) PINNED TO GROUND AND REPEATEDLY BITTEN! Caller=Radio Group 7 (Ambatomifelana) Originally recorded as 24-bit, 48kHz .wav files, they were saved as 16-bit, 48kHz .wav using Praat phonetic analysis software.  This cut was archive from the 16-bit Praat .wav file.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/128976								2006-11-14		318	318	2006	11	14	14 Nov 2006							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Ialatsara Private Reserve	Madagascar; Fianarantsoa; ; Ialatsara Private Reserve																																																																	Propithecus edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		edwardsi		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					100188			John Fitzpatrick		1					native	present					http://macaulaylibrary.org/audio/100188								1987-08-21		233	233	1987	8	21	21 Aug 1987							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Berenty	Madagascar; ; ; Berenty																																																																	Lemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					86436	NOTES: Grunts.		Nigel Tucker		1					native	present					http://macaulaylibrary.org/audio/86436								1988-11-27		332	332	1988	11	27	27 Nov 1988							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Ampijoroa- Lake Ravelobe	Madagascar; ; ; Ampijoroa- Lake Ravelobe																																																																	Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					100077	NOTES: LNS- High-pass filter at 250 Hz.		John Fitzpatrick		1					native	present					http://macaulaylibrary.org/audio/100077								1987-08-14		226	226	1987	8	14	14 Aug 1987							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet	Madagascar; ; ; Perinet																																																																	Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					128971	NOTES: Context = Raptor (Buteo brachypterus) This is their 'aerial disturbance alarm' call Group 7 (Ambatomifelana) Several (all?) group members are vocalizingOriginally recorded as 24-bit, 48kHz .wav files, they were saved as 16-bit, 48kHz .wav using Praat phonetic analysis software.  This cut was archive from the 16-bit Praat .wav file.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/128971								2006-09-08		251	251	2006	9	8	8 Sep 2006							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Ialatsara Private Reserve	Madagascar; Fianarantsoa; ; Ialatsara Private Reserve																																																																	Propithecus edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		edwardsi		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					128970	NOTES: Context = Unknown, possibly a raptor This is their 'aerial disturbance alarm' call Group 7 (Ambatomifelana) Several (all?) group members are vocalizingOriginally recorded as 24-bit, 48kHz .wav files, they were saved as 16-bit, 48kHz .wav using Praat phonetic analysis software.  This cut was archive from the 16-bit Praat .wav file.		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/128970								2006-11-15		319	319	2006	11	15	15 Nov 2006							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Ialatsara Private Reserve	Madagascar; Fianarantsoa; ; Ialatsara Private Reserve																																																																	Propithecus edwardsi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		edwardsi		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					101978			Ian Sinclair		1					native	present					http://macaulaylibrary.org/audio/101978								1991-06-07		158	158	1991	6	7	7 Jun 1991							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Ambre Mountain National Park	Madagascar; Antsiranana; ; Ambre Mountain National Park																																																																	Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					91643			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/91643								1989-09-07		250	250	1989	9	7	7 Sep 1989							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Mandena	Madagascar; Toliara; ; Mandena																																																																	Lemur fulvus collaris								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	collaris	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal									urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mamm			specimen			sex: male		125978	FROM SAN DIEGO ZOO; DATE IS WHEN REC'D AT MVZ		Collector(s): unknown, Ward C. Russell	http://arctos.database.museum/guid/MVZ:Mamm:125978	1	male				wild caught		skull; study skin; skeleton												1959-10-14			287	1959	10	14	14 Oct 1959							no higher geography recorded	no higher geography recorded									no specific locality recorded	no locality data recorded									unknown																unknown	2012-07-08 00:00:00.0			unverified																					Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy		A										Eulemur fulvus							Animalia Chordata Mammalia Primates Prosimii Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal									urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mamm			specimen			sex: female		138705	REC'D FROM R.A. STIRTON. PURCHASED BY W.D. MATTHEW. SKEL. IN MUSEUM OF PALEONTOLOGY.		Collector(s): unknown	http://arctos.database.museum/guid/MVZ:Mamm:138705	1	female				wild caught		study skin												1928-12-28			363	1928	12	28	28 Dec 1928							Africa, Madagascar, Madagascar	Africa			Madagascar	Madagascar					Madagascar	no specific locality recorded									unknown																unknown	2012-07-08 00:00:00.0			unverified																					Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27		legacy		A ssp.										Hapalemur griseus ssp.							Animalia Chordata Mammalia Primates Prosimii Lemuridae Hapalemur griseus	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus						ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 260-124-32-29; weight: NA		090804		PREP 207	San Diego Zoo; Magnire, O		1	female				native	present	skeleton		SDZ 27918										1990-05-28		148	148	1990	5	28	28 MAY 1990							;;;;;;;											; ; ;																																																																	Microcebus murinus							Primates:Cheirogaleidae:Microcebus	Animalia	Chordata	Mammalia	Primates	Cheirogaleinae	Microcebus		murinus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 857-430-112-43; weight: NA		090808		PREP 46	San Diego Zoo; Gardner, M		1	male				native	present	study skin, body skeleton		SDZ 23361										1986-12-13		347	347	1986	12	13	13 DEC 1986							;;;;;;;											; ; ;																																																																	Lemur catta							Primates:Lemuridae:Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 895-485-104-34; weight: NA		090806		LJB 2661	San Diego Zoo; Barkley, L J		1	female				native	present	skeleton		SDZ 22051										1985-09-23		266	266	1985	9	23	23 SEP 1985							;;;;;;;											; ; ;																																																																	Lemur catta							Primates:Lemuridae:Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species				ICZN			
http://gbif.rom.on.ca:8180/ipt/resource.do?r=mammalogyspecimens										urn:lsid:biocol.org:col:34909		Royal Ontario Museum: ROM	Mammals	Mammalogy		PreservedSpecimen					74189			METRO TORONTO ZOO			male	NEONATE					WHOLE; WET												19750416				1975	4	16	19750416							UNKNOWN, CAPTIVE; UNKNOWN, CAPTIVE	UNKNOWN, CAPTIVE				UNKNOWN, CAPTIVE																Captive animal.  No MaNIS Upload.															Susan M. Woodward (ROM)	20050308	MaNIS/HerpNet/ORNIS Georeferencing Guidelines, GBIF Best Practices	Not to be georeferenced.																																					EULEMUR MACACO								Animalia	Chordata	Aves	PRIMATES	LEMURIDAE	EULEMUR		MACACO									
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					137056		662				Male						alc														20		1983	5	20								Zoo					Zoo																																																																							Eulemur rubriventer							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					157993		607				Female						skin,skull,skel														20		1979	12	20								Zoo					Zoo																																																																							Lemur catta							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					121610												alc														3		1978	4	3								Zoo					Zoo																																																																							Lemur catta							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					60727												skull,skel														14		1977	3	14								Zoo					Zoo																																																																							Eulemur fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					58978		619521										alc														12		1979	3	12								Zoo					Zoo																																																																							Lemur catta							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					46479						Female						skin,skull														9		1937	8	9								Zoo					Zoo																																																																							Eulemur fulvus fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					49349						Female						skin,skull														22		1940	1	22								Zoo					Zoo																																																																							Eulemur fulvus fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					57449												alc														23		1964	4	23								Zoo					Zoo																																																																							Eulemur fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					135231		508				Female						alc														27		1983	4	27								Zoo, Madagascar					Zoo																																																																							Varecia variegata							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					153783		585										skull														16		1980	5	16								Zoo, Madagascar					Zoo																																																																							Varecia variegata							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					135232		509				Female						alc														27		1983	4	27								Zoo, Madagascar					Zoo																																																																							Varecia variegata							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					174399		5685				Female						skin														7		1995	6	7								Zoo					Zoo																																																																							Hapalemur griseus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					137055		661				Male						alc														26		1985	4	26								Zoo					Zoo																																																																							Varecia rubra							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		rubra						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					48675						Male						skin,carc														25		1939	3	25								Zoo					Zoo																																																																							Eulemur rufus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rufus						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					57175						Female						alc														5		1950	7	5								Zoo, Madagascar					Zoo																																																																							Hapalemur griseus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus						ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=ummz_mammals									urn:lsid:biocol.org:col:34917	urn:lsid:biocol.org:col:34916		UMMZ	Mammals			PreservedSpecimen					177771	Died the same day that it was born.	MZ 4602				male				native	present	skeleton, skull												1981-09-22		265	265	1981	9	22								;Madagascar;;;;;;	Africa	Indian Ocean			Madagascar	MG					Madagascar; ; ;																																																																	Lemur catta							Animalia;Chordata;Mammalia;Primates;Lemuridae;Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species				ICZN			
http://ipt.flmnh.ufl.edu:8080/ipt/resource.do?r=mammals												FLMNH	Mammals			Occurrence					23977			BAUDY, R.			MALE																						1980	10		00 OCT 1980												MADAGASCAR																																																																							LEMUR CATTA										Mammalia	PRIMATES	LEMURIDAE	LEMUR		CATTA									
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					89766						Male						skin,skull,skel																1958	9									Zoo					Zoo																																																																							Lemur catta							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					20785						Male						skin,skull,skel																1915	2									Africa, Madagascar	Africa				Madagascar																																																																							Eulemur fulvus fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					98759			Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/98759								1988-05				1988	5		May 1988							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG					Madagascar; ; ;																																																																	Propithecus verreauxi verreauxi								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		verreauxi	verreauxi	subspecies				ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					58824						Female						skin,skull,skel																1978	6									Zoo, Madagascar					Zoo																																																																							Varecia variegata variegata							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					5651		193				Female						skin,skull,skel																1894	11									Africa, Madagascar	Africa				Madagascar																																																																							Eulemur rubriventer							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		rubriventer						ICZN			
http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals									FMNH	Mammals	mammals-9-jul-2012	FMNH	Mammals	Mammals	FMNH	PreservedSpecimen					53065						Male						skull,skel																1942	5									Zoo					Zoo																																																																							Eulemur fulvus							Animalia Chordata Mammalia Primates Lemuridae	Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus						ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 1183-549-117-36; weight: NA		090810		PREP 263	San Diego Zoo; Contreras, G		1	unknown				native	present	skeleton		SDZ 21777														9999		99	99 XXX 9999							;;;;;;;											; ; ;																																																																	Varecia variegata							Primates:Lemuridae:Varecia	Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 911-473-95-38; weight: NA		090769		PREP 277	Los Angeles Zoo; Molina, K C		1	female				native	present	skeleton		LAZ 89-017														9999		99	99 XXX 9999							;;;;;;;											; ; ;																																																																	Lemur catta							Primates:Lemuridae:Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=lacm_verts									urn:lsid:biocol.org:col:34802	urn:lsid:biocol.org:col:34897		LACM	Mammals			PreservedSpecimen			measurements: 905-536-104-38; weight: NA		090750		PREP 64	Los Angeles Zoo; Ryn, P		1	unknown				native	present	skeleton		LAZ 86-139														9999		99	99 XXX 9999							;;;;;;;											; ; ;																																																																	Lemur catta							Primates:Lemuridae:Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		catta		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=psm_verts									urn:lsid:biocol.org:col:34825	urn:lsid:biocol.org:col:34896		PSM	Mammal			PreservedSpecimen					Mammal-00521					1	unknown				native	present	skull												0				0										;;;;;;;											; ; ;																																																																	Lemur Lemur							Mammalia:Primates:Lemuridae:Lemur	Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		Lemur		species				ICZN			
