datasource_and_rights	type	modified	language	rights	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	ownerinstitutioncode	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	occurrenceremarks	recordnumber	recordedby	individualid	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	othercatalognumbers	previousidentifications	associatedmedia	associatedreferences	associatedoccurrences	associatedsequences	associatedtaxa	eventid	samplingprotocol	samplingeffort	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	fieldnumber	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	verbatimelevation	minimumelevationinmeters	maximumelevationinmeters	verbatimdepth	minimumdepthinmeters	maximumdepthinmeters	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	pointradiusspatialfit	footprintwkt	footprintsrs	footprintspatialfit	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	identificationqualifier	typestatus	taxonid	scientificnameid	acceptednameusageid	parentnameusageid	originalnameusageid	nameaccordingtoid	namepublishedinid	taxonconceptid	scientificname	acceptednameusage	parentnameusage	originalnameusage	nameaccordingto	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	nomenclaturalstatus	taxonremarks
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126605	NOTES: All calls by juvenile male RC, same individual as LNS 125606.  Howls begins 0.29 sec		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126605								2001-09-07		250	250	2001	9	7	7 Sep 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95317			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/95317								1991-03-31		90	90	1991	3	31	31 Mar 1991							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena	Madagascar; Toamasina; ; Kalotsara on Sahatromoana R., Reserve Naturelle Integrale de Zahamena																-17.7	48.7666667	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126620	NOTES: Hum		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126620								2001-10-16		289	289	2001	10	16	16 Oct 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93863			Thomas Schulenberg		1					native	present					http://macaulaylibrary.org/audio/93863								1989-10-16		289	289	1989	10	16	16 Oct 1989							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)	Madagascar; Toliara; ; Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)																-24.7833333	47.2	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125321	"NOTES: purrs, contact ""clucks""... LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005)."		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125321								2000-05-13		134	134	2000	5	13	13 May 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125330	NOTES: food competition over bamboo between adult and sub-adult.  Purrs, squeeks/squeels, and honks (often post squeel like 334-336).  Compare purrs here to Hapalemur griseus, also H. aureus.  Do the other Hapalemur species also emit squeeks/squeels comparable to H. simus?  Don't know if I have such recordings...maybe because I have not witnessed much intergroup agonism in these other Hapalemur species. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125330								2000-06-19		171	171	2000	6	19	19 Jun 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.2333333	47.3833333	not recorded (forced WGS84)											requires verification																																				Hapalemur simus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		simus		species			greater bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97460	NOTES: Tech Note: I believe her notes on tape indicate that the animals were responding to playback. mf 7jun99 Elevation:  500m<alt.<2000m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97460								1987-05-10		130	130	1987	5	10	10 May 1987							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Reserve Naturelle Integrale 12 de Marojejy	Madagascar; Antsiranana; ; Reserve Naturelle Integrale 12 de Marojejy																-14.4333333	49.25	not recorded (forced WGS84)											requires verification																																				Lemur fulvus albifrons								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	albifrons	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125324	NOTES: gags and rough-grunts, some gobbles too and general grunts.  Tail-flagging by sub-adult female starting at 186. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125324								2000-05-13		134	134	2000	5	13	13 May 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.2333333	47.3833333	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95930	NOTES: Elevation:  930m<alt<1040m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95930								1986-11-28		332	332	1986	11	28	28 Nov 1986							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale Perinet Analamazaotra	Madagascar; Toamasina; ; Reserve Speciale Perinet Analamazaotra																-18.4666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95844	NOTES: Elevation:  500m<alt.<900m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95844								1986-12-06		340	340	1986	12	6	6 Dec 1986							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Parc National Ranomafana	Madagascar; Fianarantsoa; ; Parc National Ranomafana																-21.2666667	47.4666667	not recorded (forced WGS84)											requires verification																																				Lemur rubriventer								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		rubriventer		species				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126634	NOTES: Several lower frequency/deep hums with Buteo brachypterus overhead and vocalizing much background		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126634								2001-11-03		307	307	2001	11	3	3 Nov 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97973			Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97973								1987-12-05		339	339	1987	12	5	5 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Parc National Masoala; Hiaraka	Madagascar; Toamasina; ; Parc National Masoala; Hiaraka																-15.4833333	44.2666667	not recorded (forced WGS84)											requires verification																																				Lemur fulvus albifrons								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus	albifrons	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126639	NOTES: Pink Hands emits Youp, Howl, and Hum.   Then Black Hands responds with Zzuss.  Both callers are infant males.		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126639								2003-02-15		46	46	2003	2	15	15 Feb 2003							;Madagascar;Antsiranana;;;;;	Africa			Madagascar	Madagascar	MG				Sambava	Madagascar; Antsiranana; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					126635	NOTES: Purr vocalizations by adult male PF		Erik Patel		1					native	present					http://macaulaylibrary.org/audio/126635								2001-10-23		296	296	2001	10	23	23 Oct 2001							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Sambava	Madagascar; ; ; Sambava																-14.4333333	49.7616667	not recorded (forced WGS84)											requires verification																																				Propithecus diadema candidus								Animalia	Chordata	Mammalia	Primates	Indridae	Propithecus		diadema	candidus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					97940	NOTES: Elevation:  0m<alt.<330m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/97940								1987-12-02		336	336	1987	12	2	2 Dec 1987							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale de Nosy Mangabe	Madagascar; Toamasina; ; Reserve Speciale de Nosy Mangabe																-15.5	49.7666667	not recorded (forced WGS84)											requires verification																																				Varecia variegata variegata								Animalia	Chordata	Mammalia	Primates	Lemuridae	Varecia		variegata	variegata	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					87950			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/87950								1992-01-26		27	27	1992	1	26	26 Jan 1992							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Maintimbato At Base Of Ridge Trail	Madagascar; Toamasina; ; Maintimbato At Base Of Ridge Trail																-15.7666667	49.6	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125320	"NOTES: ""Yelp"" by adult female"		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125320								2000-05-07		128	128	2000	5	7	7 May 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.2333333	47.3833333	not recorded (forced WGS84)											requires verification																																				Hapalemur simus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		simus		species			greater bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					92942	NOTES: Tech Note: No HPF		Linda Macaulay		1				call	native	present					http://macaulaylibrary.org/audio/92942								1998-09-20		263	263	1998	9	20	20 Sep 1998							;Madagascar;;;;;;	Africa	Indian Ocean		Madagascar	Madagascar	MG				Perinet; Analamazaotra Reserve	Madagascar; ; ; Perinet; Analamazaotra Reserve																-19	48.5	not recorded (forced WGS84)											requires verification																																				Indri indri								Animalia	Chordata	Mammalia	Primates	Indridae	Indri		indri		species			indri	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					125312	NOTES:   Substantial rain.  Great SHRIEKS. LNS NOTE: Unbroken cut with internal recordist announcement/handling noise gain change (MJA, 29 June 2005).		Erik Patel		1				call	native	present					http://macaulaylibrary.org/audio/125312								2000-04-30		121	121	2000	4	30	30 Apr 2000							;Madagascar;Fianarantsoa;;;;;					Madagascar		Fianarantsoa			Fianarantsoa City; Ranomafana National Park	Madagascar; Fianarantsoa; ; Fianarantsoa City; Ranomafana National Park																-21.35	47.45	not recorded (forced WGS84)											requires verification																																				Eulemur fulvus rufus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Eulemur		fulvus	rufus	subspecies				ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					95919	NOTES: Elevation:  930m<alt<1040m		Lucienne Wilmé		1					native	present					http://macaulaylibrary.org/audio/95919								1986-11-27		331	331	1986	11	27	27 Nov 1986							;Madagascar;Toamasina;;;;;	Africa			Madagascar	Madagascar	MG	Atsinanana	Toamasina		Reserve Speciale Perinet Analamazaotra	Madagascar; Toamasina; ; Reserve Speciale Perinet Analamazaotra																-18.4666667	48.4666667	not recorded (forced WGS84)											requires verification																																				Hapalemur griseus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Hapalemur		griseus		species			bamboo lemur	ICZN			
http://ipt.vertnet.org:8080/ipt/resource.do?r=cuml_sound_film									urn:lsid:biocol.org:col:34939			CUML	Sound/Film			MachineObservation					93550			Thomas Schulenberg		1				call	native	present					http://macaulaylibrary.org/audio/93550								1989-10-06		279	279	1989	10	6	6 Oct 1989							;Madagascar;Toliara;;;;;	Africa			Madagascar	Madagascar	MG	Atsimo-Andrefana			Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)	Madagascar; Toliara; ; Manafiafy Forest, 1.5 Km Nw Manafiafy (st. Luce)																-24.7833333	47.2	not recorded (forced WGS84)											requires verification																																				Lemur fulvus								Animalia	Chordata	Mammalia	Primates	Lemuridae	Lemur		fulvus		species				ICZN			
